kml,data,true,pred,confianca,prob_true,acerto,tempo_seg
MILHO_520311842-1_plantio_20-08-25_colheita_01-01-26.kml,2025-08-20,MILHO,MILHO,87.4,87.4,True,10.1
AVEIA_518105367-1_plantio_20-06-24_colheita_29-09-24.kml,2024-06-20,AVEIA,AVEIA,92.6,92.6,True,10.1
FEIJÃO_519389179-1_plantio_18-02-25_colheita_14-05-25.kml,2025-02-18,FEIJÃO,MILHO,49.6,43.0,False,10.0
AVEIA_517561431-1_plantio_15-06-24_colheita_15-11-24.kml,2024-06-15,AVEIA,AVEIA,92.8,92.8,True,10.1
AVEIA_517836633-1_plantio_11-06-24_colheita_15-10-24.kml,2024-06-11,AVEIA,AVEIA,90.7,90.7,True,10.1
AVEIA_518023681-1_plantio_10-06-24_colheita_28-10-24.kml,2024-06-10,AVEIA,AVEIA,93.8,93.8,True,10.1
TRIGO_517618210-1_plantio_21-05-24_colheita_28-10-24.kml,2024-05-21,TRIGO,TRIGO,92.9,92.9,True,10.1
AVEIA_519385806-1_plantio_21-06-25_colheita_08-11-25.kml,2025-06-21,AVEIA,AVEIA,93.1,93.1,True,10.0
FEIJÃO_518589794-1_plantio_25-08-24_colheita_10-12-24.kml,2024-08-25,FEIJÃO,MILHO,77.7,16.1,False,10.1
AVEIA_517974735-1_plantio_27-05-24_colheita_15-10-24.kml,2024-05-27,AVEIA,AVEIA,91.6,91.6,True,10.1
SOJA_518899435-1_plantio_20-10-24_colheita_01-03-25.kml,2024-10-20,SOJA,SOJA,61.6,61.6,True,10.1
FEIJÃO_518402342-1_plantio_05-10-24_colheita_05-01-25.kml,2024-10-05,FEIJÃO,SOJA,79.5,7.1,False,10.1
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,TRIGO,93.4,93.4,True,10.1
AVEIA_517703021-1_plantio_21-05-24_colheita_29-08-24.kml,2024-05-21,AVEIA,AVEIA,92.8,92.8,True,10.1
AVEIA_519753287-1_plantio_01-06-25_colheita_20-10-25.kml,2025-06-01,AVEIA,AVEIA,93.0,93.0,True,10.1
TRIGO_517702724-1_plantio_01-05-24_colheita_01-09-24.kml,2024-05-01,TRIGO,TRIGO,93.3,93.3,True,10.1
AVEIA_517602830-1_plantio_11-05-24_colheita_29-08-24.kml,2024-05-11,AVEIA,AVEIA,93.9,93.9,True,10.1
FEIJÃO_517440047-1_plantio_09-02-24_colheita_05-05-24.kml,2024-02-09,FEIJÃO,FEIJÃO,74.5,74.5,True,10.1
FEIJÃO_519050243-1_plantio_13-02-25_colheita_20-05-25.kml,2025-02-13,FEIJÃO,FEIJÃO,85.6,85.6,True,10.1
FEIJÃO_517260775-1_plantio_10-02-24_colheita_20-05-24.kml,2024-02-10,FEIJÃO,MILHO,86.6,8.4,False,10.1
MILHO_518386703-1_plantio_11-10-24_colheita_11-03-25.kml,2024-10-11,MILHO,SOJA,42.0,25.0,False,10.1
TRIGO_519589046-1_plantio_01-06-25_colheita_30-09-25.kml,2025-06-01,TRIGO,TRIGO,88.5,88.5,True,10.1
TRIGO_519516341-1_plantio_03-06-25_colheita_10-10-25.kml,2025-06-03,TRIGO,TRIGO,93.4,93.4,True,10.1
AVEIA_517696744-1_plantio_29-05-24_colheita_30-10-24.kml,2024-05-29,AVEIA,AVEIA,93.0,93.0,True,10.1
SOJA_520041999-1_plantio_25-11-25_colheita_25-03-26.kml,2025-11-25,SOJA,SOJA,92.5,92.5,True,10.1
FEIJÃO_517555754-1_plantio_02-03-24_colheita_01-06-24.kml,2024-03-02,FEIJÃO,MILHO,74.0,19.4,False,10.1
MILHO_520336859-1_plantio_11-08-25_colheita_10-12-25.kml,2025-08-11,MILHO,MILHO,79.3,79.3,True,10.1
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,TRIGO,93.3,93.3,True,10.1
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,TRIGO,92.7,92.7,True,10.1
TRIGO_518109394-1_plantio_24-06-24_colheita_11-11-24.kml,2024-06-24,TRIGO,TRIGO,93.4,93.4,True,10.1
AVEIA_519684908-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,AVEIA,AVEIA,92.6,92.6,True,10.1
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,AVEIA,92.4,92.4,True,10.1
SOJA_518570631-1_plantio_20-12-24_colheita_01-05-25.kml,2024-12-20,SOJA,SOJA,68.0,68.0,True,10.1
AVEIA_519383313-1_plantio_11-05-25_colheita_01-10-25.kml,2025-05-11,AVEIA,AVEIA,93.6,93.6,True,10.1
MILHO_519235232-1_plantio_30-01-25_colheita_07-07-25.kml,2025-01-30,MILHO,FEIJÃO,70.6,12.7,False,10.1
SOJA_518510239-1_plantio_15-10-24_colheita_21-03-25.kml,2024-10-15,SOJA,SOJA,57.8,57.8,True,10.1
TRIGO_518011895-1_plantio_04-06-24_colheita_02-10-24.kml,2024-06-04,TRIGO,TRIGO,86.8,86.8,True,10.1
TRIGO_518104027-1_plantio_12-06-24_colheita_25-10-24.kml,2024-06-12,TRIGO,TRIGO,92.9,92.9,True,10.0
TRIGO_518039548-1_plantio_10-06-24_colheita_20-10-24.kml,2024-06-10,TRIGO,TRIGO,92.9,92.9,True,10.1
TRIGO_519139569-1_plantio_21-05-25_colheita_13-09-25.kml,2025-05-21,TRIGO,TRIGO,87.5,87.5,True,10.2
SOJA_520123054-1_plantio_15-10-25_colheita_15-03-26.kml,2025-10-15,SOJA,SOJA,87.9,87.9,True,10.1
SOJA_518867957-1_plantio_10-11-24_colheita_07-04-25.kml,2024-11-10,SOJA,SOJA,75.2,75.2,True,10.1
MILHO_518189700-1_plantio_15-09-24_colheita_03-01-25.kml,2024-09-15,MILHO,MILHO,48.9,48.9,True,10.0
TRIGO_520156367-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,TRIGO,85.9,85.9,True,10.1
MILHO_519007382-1_plantio_21-10-24_colheita_30-04-25.kml,2024-10-21,MILHO,SOJA,46.1,37.3,False,10.1
FEIJÃO_519258620-1_plantio_05-03-25_colheita_29-05-25.kml,2025-03-05,FEIJÃO,FEIJÃO,64.3,64.3,True,10.1
TRIGO_520001156-1_plantio_01-06-25_colheita_19-10-25.kml,2025-06-01,TRIGO,TRIGO,93.4,93.4,True,10.1
FEIJÃO_517474633-1_plantio_21-02-24_colheita_06-05-24.kml,2024-02-21,FEIJÃO,FEIJÃO,69.9,69.9,True,10.1
SOJA_518546841-1_plantio_15-11-24_colheita_15-04-25.kml,2024-11-15,SOJA,MILHO,46.2,39.3,False,10.1
AVEIA_517677037-1_plantio_21-05-24_colheita_05-10-24.kml,2024-05-21,AVEIA,AVEIA,93.2,93.2,True,10.1
SOJA_518543546-1_plantio_01-10-24_colheita_10-03-25.kml,2024-10-01,SOJA,FEIJÃO,43.6,34.5,False,10.1
TRIGO_519841117-1_plantio_15-06-25_colheita_10-11-25.kml,2025-06-15,TRIGO,TRIGO,88.5,88.5,True,10.1
MILHO_519081817-1_plantio_15-01-25_colheita_15-05-25.kml,2025-01-15,MILHO,MILHO,50.7,50.7,True,10.1
MILHO_518546318-1_plantio_20-09-24_colheita_15-04-25.kml,2024-09-20,MILHO,FEIJÃO,47.7,39.4,False,10.1
FEIJÃO_517495753-1_plantio_26-02-24_colheita_20-05-24.kml,2024-02-26,FEIJÃO,MILHO,80.8,13.9,False,10.1
FEIJÃO_518338403-1_plantio_10-09-24_colheita_20-12-24.kml,2024-09-10,FEIJÃO,MILHO,47.0,32.4,False,10.1
MILHO_518197622-1_plantio_25-08-24_colheita_23-12-24.kml,2024-08-25,MILHO,MILHO,92.0,92.0,True,10.1
FEIJÃO_518134799-1_plantio_05-10-24_colheita_03-01-25.kml,2024-10-05,FEIJÃO,SOJA,65.5,23.1,False,10.1
SOJA_518285022-1_plantio_30-10-24_colheita_15-03-25.kml,2024-10-30,SOJA,SOJA,78.4,78.4,True,10.1
AVEIA_520233976-1_plantio_20-07-25_colheita_15-10-25.kml,2025-07-20,AVEIA,AVEIA,91.3,91.3,True,10.1
MILHO_518492786-1_plantio_25-08-24_colheita_30-01-25.kml,2024-08-25,MILHO,MILHO,89.6,89.6,True,10.1
FEIJÃO_519485533-1_plantio_01-03-25_colheita_23-05-25.kml,2025-03-01,FEIJÃO,MILHO,49.2,41.6,False,10.1
SOJA_518796392-1_plantio_01-11-24_colheita_15-02-25.kml,2024-11-01,SOJA,SOJA,78.2,78.2,True,10.0
AVEIA_517713209-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.5,93.5,True,10.1
SOJA_518764992-1_plantio_16-12-24_colheita_10-04-25.kml,2024-12-16,SOJA,SOJA,54.2,54.2,True,10.1
AVEIA_517687248-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,AVEIA,AVEIA,92.3,92.3,True,10.1
MILHO_518358470-1_plantio_15-09-24_colheita_21-03-25.kml,2024-09-15,MILHO,FEIJÃO,73.6,17.1,False,10.1
AVEIA_517518286-1_plantio_01-06-24_colheita_21-10-24.kml,2024-06-01,AVEIA,TRIGO,93.3,1.7,False,10.0
FEIJÃO_519303635-1_plantio_24-02-25_colheita_05-05-25.kml,2025-02-24,FEIJÃO,FEIJÃO,84.7,84.7,True,10.1
SOJA_518945632-1_plantio_15-11-24_colheita_01-04-25.kml,2024-11-15,SOJA,SOJA,87.1,87.1,True,10.1
FEIJÃO_518433440-1_plantio_01-09-24_colheita_10-12-24.kml,2024-09-01,FEIJÃO,SOJA,94.5,2.2,False,10.1
TRIGO_517872407-1_plantio_25-06-24_colheita_05-11-24.kml,2024-06-25,TRIGO,TRIGO,92.5,92.5,True,10.1
FEIJÃO_517306486-1_plantio_09-03-24_colheita_18-05-24.kml,2024-03-09,FEIJÃO,FEIJÃO,54.4,54.4,True,10.1
MILHO_519003251-1_plantio_20-12-24_colheita_20-05-25.kml,2024-12-20,MILHO,MILHO,57.7,57.7,True,10.1
MILHO_517434084-1_plantio_21-02-24_colheita_22-07-24.kml,2024-02-21,MILHO,MILHO,79.4,79.4,True,10.1
SOJA_518367386-1_plantio_01-11-24_colheita_01-04-25.kml,2024-11-01,SOJA,SOJA,91.4,91.4,True,10.1
FEIJÃO_517282977-1_plantio_01-02-24_colheita_01-05-24.kml,2024-02-01,FEIJÃO,MILHO,61.2,30.2,False,10.1
TRIGO_517924412-1_plantio_15-06-24_colheita_08-10-24.kml,2024-06-15,TRIGO,TRIGO,92.6,92.6,True,10.1
TRIGO_519793493-1_plantio_22-06-25_colheita_19-11-25.kml,2025-06-22,TRIGO,TRIGO,93.5,93.5,True,10.0
TRIGO_519621723-1_plantio_15-05-25_colheita_30-09-25.kml,2025-05-15,TRIGO,TRIGO,93.1,93.1,True,10.1
TRIGO_517699149-1_plantio_04-06-24_colheita_10-11-24.kml,2024-06-04,TRIGO,TRIGO,93.1,93.1,True,10.0
MILHO_519303684-1_plantio_21-02-25_colheita_25-07-25.kml,2025-02-21,MILHO,FEIJÃO,85.7,8.2,False,10.1
SOJA_520340813-1_plantio_01-12-25_colheita_01-05-26.kml,2025-12-01,SOJA,SOJA,50.6,50.6,True,10.1
AVEIA_517393713-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,AVEIA,AVEIA,92.3,92.3,True,10.1
MILHO_518428506-1_plantio_01-09-24_colheita_05-01-25.kml,2024-09-01,MILHO,FEIJÃO,55.4,23.9,False,10.1
AVEIA_520126358-1_plantio_20-06-25_colheita_07-11-25.kml,2025-06-20,AVEIA,AVEIA,93.1,93.1,True,10.1
AVEIA_517989866-1_plantio_25-05-24_colheita_25-10-24.kml,2024-05-25,AVEIA,AVEIA,93.5,93.5,True,10.1
AVEIA_517483191-1_plantio_21-05-24_colheita_15-10-24.kml,2024-05-21,AVEIA,AVEIA,93.1,93.1,True,10.1
AVEIA_517527195-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,AVEIA,TRIGO,93.1,1.9,False,10.1
FEIJÃO_518558865-1_plantio_15-10-24_colheita_15-02-25.kml,2024-10-15,FEIJÃO,SOJA,39.8,32.2,False,10.1
TRIGO_517674776-1_plantio_20-05-24_colheita_15-10-24.kml,2024-05-20,TRIGO,TRIGO,93.1,93.1,True,20.1
AVEIA_518003539-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.2,93.2,True,10.1
SOJA_520037124-1_plantio_15-11-25_colheita_15-03-26.kml,2025-11-15,SOJA,SOJA,92.3,92.3,True,10.1
AVEIA_517689734-1_plantio_10-06-24_colheita_01-10-24.kml,2024-06-10,AVEIA,AVEIA,88.7,88.7,True,10.0
SOJA_520286269-1_plantio_01-11-25_colheita_11-04-26.kml,2025-11-01,SOJA,SOJA,74.9,74.9,True,10.1
MILHO_518113459-1_plantio_05-11-24_colheita_23-02-25.kml,2024-11-05,MILHO,SOJA,77.4,12.7,False,10.1
MILHO_517387304-1_plantio_31-01-24_colheita_20-05-24.kml,2024-01-31,MILHO,MILHO,56.4,56.4,True,10.0
SOJA_520193476-1_plantio_15-11-25_colheita_23-02-26.kml,2025-11-15,SOJA,SOJA,84.5,84.5,True,10.0
AVEIA_517752309-1_plantio_21-06-24_colheita_01-11-24.kml,2024-06-21,AVEIA,AVEIA,92.6,92.6,True,10.1
FEIJÃO_518741191-1_plantio_20-01-25_colheita_05-04-25.kml,2025-01-20,FEIJÃO,FEIJÃO,62.8,62.8,True,10.1
AVEIA_519669749-2_plantio_20-06-25_colheita_01-10-25.kml,2025-06-20,AVEIA,AVEIA,89.1,89.1,True,10.1
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,AVEIA,91.6,91.6,True,10.1
MILHO_518543002-1_plantio_15-09-24_colheita_05-02-25.kml,2024-09-15,MILHO,FEIJÃO,46.0,13.2,False,10.1
AVEIA_517965533-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.1,93.1,True,10.0
TRIGO_519917374-1_plantio_15-06-25_colheita_15-10-25.kml,2025-06-15,TRIGO,TRIGO,93.1,93.1,True,10.0
SOJA_518308078-1_plantio_06-11-24_colheita_20-03-25.kml,2024-11-06,SOJA,SOJA,86.4,86.4,True,10.1
MILHO_518614446-1_plantio_01-09-24_colheita_10-01-25.kml,2024-09-01,MILHO,FEIJÃO,75.4,16.5,False,10.1
FEIJÃO_518657428-1_plantio_15-09-24_colheita_20-12-24.kml,2024-09-15,FEIJÃO,SOJA,86.3,7.9,False,10.1
MILHO_519463330-1_plantio_20-04-25_colheita_01-11-25.kml,2025-04-20,MILHO,MILHO,92.9,92.9,True,10.0
AVEIA_520010887-1_plantio_30-05-25_colheita_31-10-25.kml,2025-05-30,AVEIA,AVEIA,91.2,91.2,True,10.1
MILHO_518556764-1_plantio_10-11-24_colheita_20-05-25.kml,2024-11-10,MILHO,MILHO,54.2,54.2,True,10.0
MILHO_519978225-1_plantio_11-05-25_colheita_01-11-25.kml,2025-05-11,MILHO,MILHO,61.5,61.5,True,10.0
SOJA_520308838-1_plantio_15-10-25_colheita_16-03-26.kml,2025-10-15,SOJA,FEIJÃO,35.6,23.4,False,10.1
MILHO_518893425-1_plantio_11-11-24_colheita_10-03-25.kml,2024-11-11,MILHO,MILHO,72.3,72.3,True,10.1
MILHO_518537026-1_plantio_26-02-25_colheita_01-06-25.kml,2025-02-26,MILHO,MILHO,59.7,59.7,True,10.1
SOJA_518021957-1_plantio_01-10-24_colheita_05-02-25.kml,2024-10-01,SOJA,SOJA,91.9,91.9,True,10.0
SOJA_518212437-1_plantio_11-11-24_colheita_19-02-25.kml,2024-11-11,SOJA,SOJA,88.1,88.1,True,10.1
MILHO_518157122-1_plantio_15-09-24_colheita_03-01-25.kml,2024-09-15,MILHO,FEIJÃO,67.6,20.0,False,10.1
TRIGO_517913238-1_plantio_27-06-24_colheita_25-10-24.kml,2024-06-27,TRIGO,TRIGO,93.0,93.0,True,10.1
SOJA_518018727-1_plantio_25-10-24_colheita_02-02-25.kml,2024-10-25,SOJA,SOJA,70.8,70.8,True,10.1
TRIGO_520032345-1_plantio_05-06-25_colheita_15-10-25.kml,2025-06-05,TRIGO,TRIGO,93.0,93.0,True,10.1
SOJA_520325386-1_plantio_20-10-25_colheita_21-03-26.kml,2025-10-20,SOJA,FEIJÃO,67.2,18.7,False,10.1
SOJA_519172649-1_plantio_28-11-24_colheita_15-04-25.kml,2024-11-28,SOJA,SOJA,49.5,49.5,True,10.1
TRIGO_517353057-1_plantio_21-06-24_colheita_25-10-24.kml,2024-06-21,TRIGO,TRIGO,92.8,92.8,True,10.1
FEIJÃO_517301719-1_plantio_10-03-24_colheita_30-05-24.kml,2024-03-10,FEIJÃO,FEIJÃO,73.4,73.4,True,10.1
TRIGO_517683095-1_plantio_06-06-24_colheita_10-10-24.kml,2024-06-06,TRIGO,TRIGO,92.6,92.6,True,10.1
AVEIA_518034027-1_plantio_10-06-24_colheita_10-10-24.kml,2024-06-10,AVEIA,AVEIA,91.5,91.5,True,10.1
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,91.6,91.6,True,10.1
TRIGO_517943725-1_plantio_21-05-24_colheita_10-09-24.kml,2024-05-21,TRIGO,TRIGO,93.3,93.3,True,10.1
TRIGO_517968188-1_plantio_10-06-24_colheita_10-10-24.kml,2024-06-10,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,FEIJÃO,91.4,91.4,True,10.1
FEIJÃO_518921021-1_plantio_10-10-24_colheita_01-01-25.kml,2024-10-10,FEIJÃO,SOJA,69.8,19.4,False,10.0
FEIJÃO_517607707-1_plantio_25-02-24_colheita_09-06-24.kml,2024-02-25,FEIJÃO,MILHO,80.8,13.9,False,10.1
AVEIA_517319200-1_plantio_01-06-24_colheita_01-11-24.kml,2024-06-01,AVEIA,AVEIA,93.3,93.3,True,10.1
AVEIA_517997305-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,AVEIA,AVEIA,93.5,93.5,True,10.1
AVEIA_519942676-1_plantio_01-06-25_colheita_29-09-25.kml,2025-06-01,AVEIA,AVEIA,93.5,93.5,True,10.0
TRIGO_518223893-1_plantio_10-06-24_colheita_03-10-24.kml,2024-06-10,TRIGO,TRIGO,92.6,92.6,True,10.1
SOJA_518461310-1_plantio_02-11-24_colheita_15-03-25.kml,2024-11-02,SOJA,SOJA,83.9,83.9,True,10.1
FEIJÃO_519367570-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,FEIJÃO,77.9,77.9,True,10.1
SOJA_520153593-1_plantio_05-10-25_colheita_20-02-26.kml,2025-10-05,SOJA,SOJA,66.0,66.0,True,10.1
FEIJÃO_518680408-1_plantio_15-09-24_colheita_20-12-24.kml,2024-09-15,FEIJÃO,FEIJÃO,89.6,89.6,True,10.1
SOJA_519845564-1_plantio_01-09-25_colheita_02-01-26.kml,2025-09-01,SOJA,SOJA,92.7,92.7,True,10.1
SOJA_518880457-1_plantio_20-10-24_colheita_15-03-25.kml,2024-10-20,SOJA,SOJA,44.1,44.1,True,10.1
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,MILHO,88.2,7.4,False,10.1
AVEIA_517635300-1_plantio_01-05-24_colheita_10-09-24.kml,2024-05-01,AVEIA,AVEIA,91.2,91.2,True,10.1
SOJA_520379629-1_plantio_30-10-25_colheita_01-04-26.kml,2025-10-30,SOJA,SOJA,47.4,47.4,True,10.1
FEIJÃO_518787313-1_plantio_15-02-25_colheita_15-05-25.kml,2025-02-15,FEIJÃO,FEIJÃO,67.4,67.4,True,10.0
SOJA_518451717-1_plantio_20-09-24_colheita_05-02-25.kml,2024-09-20,SOJA,MILHO,39.8,31.0,False,10.1
FEIJÃO_519252948-1_plantio_20-02-25_colheita_20-05-25.kml,2025-02-20,FEIJÃO,FEIJÃO,78.0,78.0,True,10.1
AVEIA_517566106-1_plantio_10-06-24_colheita_30-10-24.kml,2024-06-10,AVEIA,AVEIA,93.1,93.1,True,10.1
SOJA_517284672-1_plantio_15-01-24_colheita_24-05-24.kml,2024-01-15,SOJA,FEIJÃO,44.5,11.1,False,10.1
AVEIA_519411082-1_plantio_10-06-25_colheita_10-10-25.kml,2025-06-10,AVEIA,AVEIA,93.1,93.1,True,10.0
AVEIA_517719365-1_plantio_12-06-24_colheita_11-11-24.kml,2024-06-12,AVEIA,AVEIA,93.5,93.5,True,10.1
SOJA_519045812-1_plantio_11-11-24_colheita_15-02-25.kml,2024-11-11,SOJA,SOJA,56.7,56.7,True,10.1
SOJA_518596575-1_plantio_20-10-24_colheita_05-04-25.kml,2024-10-20,SOJA,SOJA,77.7,77.7,True,10.1
SOJA_518667011-1_plantio_05-11-24_colheita_20-04-25.kml,2024-11-05,SOJA,SOJA,91.1,91.1,True,10.0
FEIJÃO_518688684-1_plantio_05-09-24_colheita_01-12-24.kml,2024-09-05,FEIJÃO,FEIJÃO,61.4,61.4,True,10.0
SOJA_518366576-1_plantio_15-10-24_colheita_15-02-25.kml,2024-10-15,SOJA,SOJA,78.0,78.0,True,10.0
FEIJÃO_519420878-1_plantio_01-02-25_colheita_10-05-25.kml,2025-02-01,FEIJÃO,MILHO,79.5,14.6,False,10.1
FEIJÃO_518515213-1_plantio_01-10-24_colheita_10-01-25.kml,2024-10-01,FEIJÃO,FEIJÃO,46.0,46.0,True,10.1
TRIGO_517968292-1_plantio_25-05-24_colheita_25-09-24.kml,2024-05-25,TRIGO,TRIGO,92.9,92.9,True,10.0
SOJA_518234074-1_plantio_20-09-24_colheita_20-01-25.kml,2024-09-20,SOJA,MILHO,54.1,7.9,False,10.1
AVEIA_517649607-1_plantio_01-06-24_colheita_20-09-24.kml,2024-06-01,AVEIA,AVEIA,93.3,93.3,True,10.0
AVEIA_519518706-1_plantio_02-06-25_colheita_10-10-25.kml,2025-06-02,AVEIA,AVEIA,93.4,93.4,True,10.1
MILHO_517498237-1_plantio_11-04-24_colheita_20-10-24.kml,2024-04-11,MILHO,MILHO,93.5,93.5,True,10.0
AVEIA_519796837-1_plantio_11-06-25_colheita_29-10-25.kml,2025-06-11,AVEIA,AVEIA,93.5,93.5,True,10.1
SOJA_520319463-1_plantio_01-11-25_colheita_15-03-26.kml,2025-11-01,SOJA,SOJA,92.9,92.9,True,10.0
FEIJÃO_518722249-1_plantio_30-09-24_colheita_24-12-24.kml,2024-09-30,FEIJÃO,SOJA,77.1,16.4,False,10.1
AVEIA_519375380-1_plantio_10-06-25_colheita_30-09-25.kml,2025-06-10,AVEIA,AVEIA,92.4,92.4,True,10.0
MILHO_517936585-1_plantio_17-05-24_colheita_25-10-24.kml,2024-05-17,MILHO,MILHO,95.9,95.9,True,10.1
MILHO_518323065-1_plantio_05-09-24_colheita_01-02-25.kml,2024-09-05,MILHO,MILHO,76.3,76.3,True,10.1
