kml,data,true,pred,confianca,prob_true,acerto,tempo_seg
TRIGO_519863433-1_plantio_21-05-25_colheita_03-10-25.kml,2025-05-21,TRIGO,TRIGO,92.8,92.8,True,10.1
SOJA_518688725-1_plantio_01-10-24_colheita_01-02-25.kml,2024-10-01,SOJA,SOJA,45.9,45.9,True,10.0
AVEIA_517568382-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,AVEIA,AVEIA,94.3,94.3,True,10.0
TRIGO_517683095-1_plantio_06-06-24_colheita_10-10-24.kml,2024-06-06,TRIGO,TRIGO,93.5,93.5,True,10.1
TRIGO_518029833-1_plantio_08-06-24_colheita_21-10-24.kml,2024-06-08,TRIGO,TRIGO,90.2,90.2,True,10.1
AVEIA_517561431-1_plantio_15-06-24_colheita_15-11-24.kml,2024-06-15,AVEIA,AVEIA,92.8,92.8,True,10.1
TRIGO_519563036-1_plantio_05-06-25_colheita_10-10-25.kml,2025-06-05,TRIGO,TRIGO,92.6,92.6,True,10.1
SOJA_518223020-2_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,SOJA,92.5,92.5,True,10.0
AVEIA_517649607-1_plantio_01-06-24_colheita_20-09-24.kml,2024-06-01,AVEIA,AVEIA,66.0,66.0,True,10.1
SOJA_520268029-1_plantio_01-10-25_colheita_01-04-26.kml,2025-10-01,SOJA,SOJA,50.6,50.6,True,10.1
FEIJÃO_518618944-1_plantio_01-09-24_colheita_20-12-24.kml,2024-09-01,FEIJÃO,FEIJÃO,48.5,48.5,True,10.1
MILHO_519003251-1_plantio_20-12-24_colheita_20-05-25.kml,2024-12-20,MILHO,MILHO,30.8,30.8,True,10.1
AVEIA_517907888-1_plantio_05-06-24_colheita_30-10-24.kml,2024-06-05,AVEIA,AVEIA,91.1,91.1,True,10.0
AVEIA_519922352-1_plantio_01-06-25_colheita_30-10-25.kml,2025-06-01,AVEIA,AVEIA,93.7,93.7,True,10.1
AVEIA_519645158-1_plantio_10-06-25_colheita_04-11-25.kml,2025-06-10,AVEIA,AVEIA,95.2,95.2,True,10.1
SOJA_518695635-1_plantio_20-10-24_colheita_20-02-25.kml,2024-10-20,SOJA,SOJA,51.5,51.5,True,10.1
FEIJÃO_517455884-1_plantio_01-02-24_colheita_01-05-24.kml,2024-02-01,FEIJÃO,MILHO,72.4,17.7,False,10.1
FEIJÃO_517395508-1_plantio_01-02-24_colheita_10-04-24.kml,2024-02-01,FEIJÃO,MILHO,69.5,18.8,False,10.1
MILHO_518113459-1_plantio_05-11-24_colheita_23-02-25.kml,2024-11-05,MILHO,MILHO,48.6,48.6,True,10.1
SOJA_518285022-1_plantio_30-10-24_colheita_15-03-25.kml,2024-10-30,SOJA,SOJA,80.9,80.9,True,10.1
FEIJÃO_519168980-1_plantio_05-02-25_colheita_05-05-25.kml,2025-02-05,FEIJÃO,MILHO,76.1,13.3,False,10.1
SOJA_518801759-1_plantio_03-11-24_colheita_10-03-25.kml,2024-11-03,SOJA,SOJA,85.4,85.4,True,10.1
SOJA_519937980-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,SOJA,94.5,94.5,True,10.1
TRIGO_517838859-1_plantio_20-06-24_colheita_25-10-24.kml,2024-06-20,TRIGO,TRIGO,92.7,92.7,True,10.1
TRIGO_517700161-1_plantio_28-05-24_colheita_13-10-24.kml,2024-05-28,TRIGO,TRIGO,90.8,90.8,True,10.1
TRIGO_519490738-1_plantio_10-06-25_colheita_07-11-25.kml,2025-06-10,TRIGO,TRIGO,93.7,93.7,True,10.1
MILHO_518678919-1_plantio_01-11-24_colheita_01-03-25.kml,2024-11-01,MILHO,MILHO,37.9,37.9,True,10.1
TRIGO_518028031-1_plantio_06-06-24_colheita_04-10-24.kml,2024-06-06,TRIGO,TRIGO,89.6,89.6,True,10.1
MILHO_518839570-1_plantio_25-09-24_colheita_01-03-25.kml,2024-09-25,MILHO,FEIJÃO,54.5,6.6,False,10.1
SOJA_518042195-1_plantio_01-11-24_colheita_30-03-25.kml,2024-11-01,SOJA,SOJA,82.7,82.7,True,10.1
FEIJÃO_518659284-1_plantio_15-09-24_colheita_15-12-24.kml,2024-09-15,FEIJÃO,MILHO,62.7,8.4,False,10.1
SOJA_518455961-1_plantio_11-11-24_colheita_01-05-25.kml,2024-11-11,SOJA,SOJA,74.8,74.8,True,10.1
AVEIA_520188869-1_plantio_01-07-25_colheita_18-11-25.kml,2025-07-01,AVEIA,FEIJÃO,37.2,25.1,False,10.1
TRIGO_519890450-1_plantio_01-06-25_colheita_09-10-25.kml,2025-06-01,TRIGO,TRIGO,92.3,92.3,True,10.1
SOJA_518273230-1_plantio_11-09-24_colheita_16-01-25.kml,2024-09-11,SOJA,FEIJÃO,43.4,9.2,False,10.1
FEIJÃO_517409984-1_plantio_05-02-24_colheita_01-05-24.kml,2024-02-05,FEIJÃO,MILHO,53.0,38.6,False,10.1
FEIJÃO_517488896-1_plantio_23-02-24_colheita_24-05-24.kml,2024-02-23,FEIJÃO,FEIJÃO,76.1,76.1,True,10.1
FEIJÃO_518558865-1_plantio_15-10-24_colheita_15-02-25.kml,2024-10-15,FEIJÃO,SOJA,57.4,14.9,False,10.1
TRIGO_517488303-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,TRIGO,TRIGO,92.3,92.3,True,10.1
SOJA_518880457-1_plantio_20-10-24_colheita_15-03-25.kml,2024-10-20,SOJA,SOJA,46.8,46.8,True,10.1
SOJA_518366576-1_plantio_15-10-24_colheita_15-02-25.kml,2024-10-15,SOJA,SOJA,65.4,65.4,True,10.1
FEIJÃO_519353451-1_plantio_15-01-25_colheita_15-03-25.kml,2025-01-15,FEIJÃO,FEIJÃO,57.1,57.1,True,10.1
SOJA_518158393-1_plantio_02-10-24_colheita_04-02-25.kml,2024-10-02,SOJA,SOJA,82.1,82.1,True,10.1
TRIGO_518059141-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,TRIGO,92.5,92.5,True,10.1
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,92.9,92.9,True,10.1
SOJA_518764992-1_plantio_16-12-24_colheita_10-04-25.kml,2024-12-16,SOJA,SOJA,53.9,53.9,True,10.1
SOJA_518234074-1_plantio_20-09-24_colheita_20-01-25.kml,2024-09-20,SOJA,FEIJÃO,49.5,2.5,False,10.1
MILHO_519388583-1_plantio_01-03-25_colheita_01-08-25.kml,2025-03-01,MILHO,FEIJÃO,77.6,13.6,False,10.1
AVEIA_517523244-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,AVEIA,AVEIA,84.3,84.3,True,10.1
SOJA_520193476-1_plantio_15-11-25_colheita_23-02-26.kml,2025-11-15,SOJA,SOJA,90.1,90.1,True,10.1
MILHO_519014902-1_plantio_20-02-25_colheita_20-07-25.kml,2025-02-20,MILHO,MILHO,70.7,70.7,True,10.1
TRIGO_517848143-1_plantio_05-06-24_colheita_30-10-24.kml,2024-06-05,TRIGO,TRIGO,92.6,92.6,True,10.1
FEIJÃO_517292325-1_plantio_20-02-24_colheita_02-05-24.kml,2024-02-20,FEIJÃO,MILHO,47.0,44.1,False,10.1
MILHO_520364552-1_plantio_01-10-25_colheita_01-05-26.kml,2025-10-01,MILHO,SOJA,55.2,10.8,False,10.1
MILHO_519112220-1_plantio_21-02-25_colheita_20-06-25.kml,2025-02-21,MILHO,MILHO,74.3,74.3,True,10.1
SOJA_518838873-1_plantio_20-11-24_colheita_28-02-25.kml,2024-11-20,SOJA,SOJA,87.5,87.5,True,10.1
SOJA_518543546-1_plantio_01-10-24_colheita_10-03-25.kml,2024-10-01,SOJA,SOJA,58.8,58.8,True,10.1
FEIJÃO_518818086-1_plantio_24-09-24_colheita_30-12-24.kml,2024-09-24,FEIJÃO,MILHO,62.2,19.0,False,10.1
AVEIA_517409103-1_plantio_03-06-24_colheita_15-10-24.kml,2024-06-03,AVEIA,AVEIA,93.7,93.7,True,10.1
TRIGO_517928342-1_plantio_20-06-24_colheita_20-11-24.kml,2024-06-20,TRIGO,TRIGO,93.0,93.0,True,10.1
TRIGO_519882193-1_plantio_10-06-25_colheita_25-10-25.kml,2025-06-10,TRIGO,TRIGO,91.8,91.8,True,10.1
AVEIA_517703021-1_plantio_21-05-24_colheita_29-08-24.kml,2024-05-21,AVEIA,AVEIA,80.1,80.1,True,10.1
TRIGO_517698783-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,TRIGO,TRIGO,93.9,93.9,True,10.1
MILHO_518614446-1_plantio_01-09-24_colheita_10-01-25.kml,2024-09-01,MILHO,FEIJÃO,69.5,16.6,False,10.1
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,AVEIA,91.5,91.5,True,10.1
MILHO_519139453-1_plantio_10-11-24_colheita_01-04-25.kml,2024-11-10,MILHO,SOJA,67.1,21.6,False,10.1
AVEIA_517687248-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,AVEIA,AVEIA,89.8,89.8,True,10.1
AVEIA_517319200-1_plantio_01-06-24_colheita_01-11-24.kml,2024-06-01,AVEIA,AVEIA,90.2,90.2,True,10.1
SOJA_518868677-1_plantio_04-11-24_colheita_01-04-25.kml,2024-11-04,SOJA,SOJA,95.1,95.1,True,10.1
FEIJÃO_517546663-1_plantio_25-02-24_colheita_09-06-24.kml,2024-02-25,FEIJÃO,MILHO,72.0,19.0,False,10.1
MILHO_519813273-2_plantio_01-05-25_colheita_01-11-25.kml,2025-05-01,MILHO,MILHO,90.2,90.2,True,10.1
FEIJÃO_517332851-1_plantio_25-02-24_colheita_09-06-24.kml,2024-02-25,FEIJÃO,MILHO,67.2,24.1,False,10.1
FEIJÃO_519485533-1_plantio_01-03-25_colheita_23-05-25.kml,2025-03-01,FEIJÃO,MILHO,48.6,35.9,False,10.1
MILHO_517434084-1_plantio_21-02-24_colheita_22-07-24.kml,2024-02-21,MILHO,MILHO,52.5,52.5,True,10.1
AVEIA_517521708-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,94.0,94.0,True,10.1
FEIJÃO_519252948-1_plantio_20-02-25_colheita_20-05-25.kml,2025-02-20,FEIJÃO,FEIJÃO,86.4,86.4,True,10.1
AVEIA_520079166-1_plantio_21-06-25_colheita_15-10-25.kml,2025-06-21,AVEIA,AVEIA,82.7,82.7,True,10.1
FEIJÃO_517519951-1_plantio_28-02-24_colheita_02-06-24.kml,2024-02-28,FEIJÃO,FEIJÃO,67.5,67.5,True,10.1
AVEIA_519788799-1_plantio_21-05-25_colheita_30-10-25.kml,2025-05-21,AVEIA,AVEIA,87.3,87.3,True,10.1
AVEIA_519959297-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,AVEIA,AVEIA,92.0,92.0,True,10.1
TRIGO_520156367-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,TRIGO,87.2,87.2,True,10.1
TRIGO_517768917-1_plantio_25-06-24_colheita_02-11-24.kml,2024-06-25,TRIGO,TRIGO,79.7,79.7,True,10.1
FEIJÃO_519580354-1_plantio_20-02-25_colheita_01-06-25.kml,2025-02-20,FEIJÃO,FEIJÃO,83.4,83.4,True,10.1
MILHO_518061105-1_plantio_15-08-24_colheita_15-01-25.kml,2024-08-15,MILHO,MILHO,83.8,83.8,True,10.1
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,TRIGO,90.0,90.0,True,10.1
SOJA_517284672-1_plantio_15-01-24_colheita_24-05-24.kml,2024-01-15,SOJA,FEIJÃO,68.6,6.5,False,10.1
MILHO_519751063-1_plantio_21-04-25_colheita_01-12-25.kml,2025-04-21,MILHO,MILHO,92.9,92.9,True,10.1
TRIGO_517955643-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,TRIGO,TRIGO,93.6,93.6,True,10.1
FEIJÃO_517470211-1_plantio_21-02-24_colheita_21-05-24.kml,2024-02-21,FEIJÃO,FEIJÃO,47.7,47.7,True,10.1
SOJA_517826147-1_plantio_01-10-24_colheita_01-02-25.kml,2024-10-01,SOJA,SOJA,90.7,90.7,True,10.1
FEIJÃO_518273753-1_plantio_01-09-24_colheita_20-12-24.kml,2024-09-01,FEIJÃO,FEIJÃO,95.1,95.1,True,10.1
TRIGO_518001193-1_plantio_30-05-24_colheita_22-09-24.kml,2024-05-30,TRIGO,TRIGO,91.6,91.6,True,10.1
FEIJÃO_519057800-1_plantio_25-01-25_colheita_20-04-25.kml,2025-01-25,FEIJÃO,FEIJÃO,51.4,51.4,True,10.0
AVEIA_517529258-1_plantio_21-05-24_colheita_20-09-24.kml,2024-05-21,AVEIA,AVEIA,79.2,79.2,True,10.1
MILHO_519638874-1_plantio_01-05-25_colheita_15-11-25.kml,2025-05-01,MILHO,MILHO,81.5,81.5,True,10.1
FEIJÃO_519504341-1_plantio_26-02-25_colheita_05-06-25.kml,2025-02-26,FEIJÃO,FEIJÃO,86.4,86.4,True,10.1
SOJA_520307203-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,SOJA,51.5,51.5,True,10.0
FEIJÃO_519460799-1_plantio_26-02-25_colheita_20-05-25.kml,2025-02-26,FEIJÃO,FEIJÃO,92.3,92.3,True,10.0
AVEIA_519922270-1_plantio_15-05-25_colheita_01-09-25.kml,2025-05-15,AVEIA,AVEIA,88.9,88.9,True,10.1
FEIJÃO_518241812-1_plantio_01-11-24_colheita_30-01-25.kml,2024-11-01,FEIJÃO,SOJA,59.2,14.2,False,10.1
FEIJÃO_518622293-1_plantio_16-02-25_colheita_22-05-25.kml,2025-02-16,FEIJÃO,FEIJÃO,60.7,60.7,True,10.1
MILHO_519873396-1_plantio_10-05-25_colheita_01-11-25.kml,2025-05-10,MILHO,MILHO,94.5,94.5,True,10.1
FEIJÃO_519370768-1_plantio_21-02-25_colheita_01-06-25.kml,2025-02-21,FEIJÃO,FEIJÃO,58.6,58.6,True,10.1
FEIJÃO_519402627-1_plantio_01-02-25_colheita_27-04-25.kml,2025-02-01,FEIJÃO,MILHO,45.1,37.4,False,10.1
SOJA_519721904-1_plantio_01-10-25_colheita_12-01-26.kml,2025-10-01,SOJA,SOJA,84.8,84.8,True,10.2
FEIJÃO_517302051-1_plantio_01-03-24_colheita_25-05-24.kml,2024-03-01,FEIJÃO,FEIJÃO,81.2,81.2,True,10.1
FEIJÃO_517298377-1_plantio_15-01-24_colheita_01-05-24.kml,2024-01-15,FEIJÃO,FEIJÃO,67.4,67.4,True,10.1
TRIGO_519607316-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,TRIGO,TRIGO,92.3,92.3,True,10.1
FEIJÃO_519805771-1_plantio_11-09-25_colheita_28-11-25.kml,2025-09-11,FEIJÃO,MILHO,66.8,15.4,False,10.1
MILHO_518555715-1_plantio_01-09-24_colheita_01-02-25.kml,2024-09-01,MILHO,MILHO,40.0,40.0,True,10.1
SOJA_518510239-1_plantio_15-10-24_colheita_21-03-25.kml,2024-10-15,SOJA,SOJA,61.7,61.7,True,10.1
MILHO_517782776-1_plantio_20-04-24_colheita_01-12-24.kml,2024-04-20,MILHO,MILHO,83.2,83.2,True,10.1
TRIGO_517913238-1_plantio_27-06-24_colheita_25-10-24.kml,2024-06-27,TRIGO,TRIGO,92.8,92.8,True,10.1
MILHO_518385800-1_plantio_02-08-24_colheita_01-01-25.kml,2024-08-02,MILHO,MILHO,75.2,75.2,True,10.1
MILHO_517292479-1_plantio_15-01-24_colheita_04-05-24.kml,2024-01-15,MILHO,FEIJÃO,62.8,23.8,False,10.1
TRIGO_517693986-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,TRIGO,TRIGO,94.5,94.5,True,10.1
AVEIA_517398636-1_plantio_11-06-24_colheita_05-10-24.kml,2024-06-11,AVEIA,AVEIA,92.9,92.9,True,10.1
AVEIA_517677037-1_plantio_21-05-24_colheita_05-10-24.kml,2024-05-21,AVEIA,AVEIA,89.4,89.4,True,10.1
SOJA_520338177-1_plantio_20-09-25_colheita_20-02-26.kml,2025-09-20,SOJA,MILHO,57.5,12.2,False,10.1
MILHO_520233800-1_plantio_21-08-25_colheita_10-02-26.kml,2025-08-21,MILHO,MILHO,81.0,81.0,True,10.1
FEIJÃO_518515213-1_plantio_01-10-24_colheita_10-01-25.kml,2024-10-01,FEIJÃO,SOJA,34.7,29.5,False,10.1
AVEIA_517594898-1_plantio_11-05-24_colheita_29-08-24.kml,2024-05-11,AVEIA,AVEIA,94.7,94.7,True,10.1
MILHO_518263465-1_plantio_28-09-24_colheita_16-01-25.kml,2024-09-28,MILHO,MILHO,40.0,40.0,True,10.1
SOJA_520206524-1_plantio_11-09-25_colheita_15-01-26.kml,2025-09-11,SOJA,SOJA,91.3,91.3,True,10.1
SOJA_518842625-1_plantio_25-10-24_colheita_10-03-25.kml,2024-10-25,SOJA,SOJA,34.0,34.0,True,10.1
FEIJÃO_517328734-1_plantio_01-03-24_colheita_05-06-24.kml,2024-03-01,FEIJÃO,FEIJÃO,74.7,74.7,True,10.1
FEIJÃO_517358654-1_plantio_20-02-24_colheita_20-05-24.kml,2024-02-20,FEIJÃO,FEIJÃO,92.4,92.4,True,10.1
FEIJÃO_520289737-1_plantio_01-09-25_colheita_01-12-25.kml,2025-09-01,FEIJÃO,SOJA,85.8,8.4,False,10.1
SOJA_518419423-1_plantio_15-09-24_colheita_20-01-25.kml,2024-09-15,SOJA,FEIJÃO,53.0,34.9,False,10.1
MILHO_518804462-1_plantio_30-09-24_colheita_18-01-25.kml,2024-09-30,MILHO,FEIJÃO,49.8,19.9,False,10.1
MILHO_517786027-1_plantio_01-05-24_colheita_25-10-24.kml,2024-05-01,MILHO,MILHO,92.8,92.8,True,10.0
SOJA_518224506-1_plantio_15-09-24_colheita_15-03-25.kml,2024-09-15,SOJA,MILHO,63.8,4.7,False,10.1
MILHO_519116405-1_plantio_22-11-24_colheita_20-04-25.kml,2024-11-22,MILHO,MILHO,53.2,53.2,True,10.1
SOJA_518907678-2_plantio_10-11-24_colheita_10-04-25.kml,2024-11-10,SOJA,MILHO,45.7,31.5,False,10.0
TRIGO_517967030-1_plantio_24-06-24_colheita_05-11-24.kml,2024-06-24,TRIGO,TRIGO,90.3,90.3,True,10.0
AVEIA_519830052-1_plantio_12-05-25_colheita_29-09-25.kml,2025-05-12,AVEIA,AVEIA,84.4,84.4,True,10.1
SOJA_520293628-1_plantio_11-11-25_colheita_01-04-26.kml,2025-11-11,SOJA,SOJA,92.2,92.2,True,10.1
TRIGO_517498645-1_plantio_01-05-24_colheita_20-08-24.kml,2024-05-01,TRIGO,TRIGO,85.1,85.1,True,10.1
MILHO_520332552-1_plantio_01-09-25_colheita_01-01-26.kml,2025-09-01,MILHO,FEIJÃO,88.4,7.5,False,10.1
AVEIA_519612287-1_plantio_04-06-25_colheita_10-10-25.kml,2025-06-04,AVEIA,AVEIA,93.3,93.3,True,10.1
TRIGO_517939736-1_plantio_10-06-24_colheita_10-11-24.kml,2024-06-10,TRIGO,TRIGO,93.8,93.8,True,10.0
TRIGO_517702724-1_plantio_01-05-24_colheita_01-09-24.kml,2024-05-01,TRIGO,TRIGO,93.0,93.0,True,10.1
SOJA_518596575-1_plantio_20-10-24_colheita_05-04-25.kml,2024-10-20,SOJA,SOJA,80.2,80.2,True,10.1
SOJA_518741736-1_plantio_02-12-24_colheita_01-04-25.kml,2024-12-02,SOJA,SOJA,63.6,63.6,True,10.1
AVEIA_517518286-1_plantio_01-06-24_colheita_21-10-24.kml,2024-06-01,AVEIA,TRIGO,92.5,2.1,False,10.1
AVEIA_517452405-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,AVEIA,AVEIA,94.3,94.3,True,10.1
AVEIA_519411082-1_plantio_10-06-25_colheita_10-10-25.kml,2025-06-10,AVEIA,AVEIA,92.3,92.3,True,10.1
MILHO_518099154-1_plantio_05-09-24_colheita_03-01-25.kml,2024-09-05,MILHO,MILHO,62.3,62.3,True,10.1
SOJA_518518247-1_plantio_01-11-24_colheita_20-04-25.kml,2024-11-01,SOJA,SOJA,84.1,84.1,True,10.0
AVEIA_520027714-1_plantio_01-06-25_colheita_01-11-25.kml,2025-06-01,AVEIA,AVEIA,92.5,92.5,True,10.1
MILHO_520366279-1_plantio_10-10-25_colheita_21-03-26.kml,2025-10-10,MILHO,SOJA,42.5,26.6,False,10.1
MILHO_517333360-1_plantio_12-02-24_colheita_08-06-24.kml,2024-02-12,MILHO,FEIJÃO,46.5,40.1,False,10.1
MILHO_518569016-1_plantio_28-08-24_colheita_01-01-25.kml,2024-08-28,MILHO,MILHO,83.2,83.2,True,10.1
MILHO_518426916-1_plantio_21-08-24_colheita_15-02-25.kml,2024-08-21,MILHO,MILHO,68.3,68.3,True,10.1
TRIGO_519516341-1_plantio_03-06-25_colheita_10-10-25.kml,2025-06-03,TRIGO,TRIGO,92.6,92.6,True,10.1
SOJA_518145934-1_plantio_01-10-24_colheita_25-02-25.kml,2024-10-01,SOJA,SOJA,70.2,70.2,True,10.0
FEIJÃO_519417583-1_plantio_12-02-25_colheita_29-05-25.kml,2025-02-12,FEIJÃO,FEIJÃO,88.9,88.9,True,10.1
TRIGO_519804719-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,TRIGO,92.9,92.9,True,10.0
TRIGO_517353057-1_plantio_21-06-24_colheita_25-10-24.kml,2024-06-21,TRIGO,TRIGO,92.9,92.9,True,10.1
MILHO_519958962-1_plantio_25-08-25_colheita_13-12-25.kml,2025-08-25,MILHO,MILHO,65.6,65.6,True,10.1
AVEIA_518023991-1_plantio_25-05-24_colheita_10-10-24.kml,2024-05-25,AVEIA,AVEIA,88.2,88.2,True,10.0
FEIJÃO_519383361-1_plantio_20-02-25_colheita_10-06-25.kml,2025-02-20,FEIJÃO,MILHO,76.5,15.5,False,10.1
FEIJÃO_518589794-1_plantio_25-08-24_colheita_10-12-24.kml,2024-08-25,FEIJÃO,MILHO,78.2,13.6,False,10.1
TRIGO_517680074-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,TRIGO,94.4,94.4,True,10.1
AVEIA_517879408-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,94.7,94.7,True,10.0
TRIGO_519139569-1_plantio_21-05-25_colheita_13-09-25.kml,2025-05-21,TRIGO,TRIGO,58.9,58.9,True,10.0
SOJA_519066557-1_plantio_25-11-24_colheita_01-04-25.kml,2024-11-25,SOJA,SOJA,59.9,59.9,True,10.1
SOJA_518273562-1_plantio_18-11-24_colheita_20-03-25.kml,2024-11-18,SOJA,SOJA,83.8,83.8,True,10.1
MILHO_519303684-1_plantio_21-02-25_colheita_25-07-25.kml,2025-02-21,MILHO,FEIJÃO,75.8,17.6,False,10.1
SOJA_518581117-1_plantio_11-10-24_colheita_01-02-25.kml,2024-10-11,SOJA,SOJA,71.9,71.9,True,10.0
SOJA_518102094-1_plantio_15-10-24_colheita_22-02-25.kml,2024-10-15,SOJA,SOJA,88.5,88.5,True,10.1
TRIGO_518288247-1_plantio_22-07-24_colheita_01-11-24.kml,2024-07-22,TRIGO,TRIGO,71.4,71.4,True,10.1
FEIJÃO_518563122-1_plantio_20-10-24_colheita_07-02-25.kml,2024-10-20,FEIJÃO,SOJA,50.4,32.9,False,10.1
MILHO_519256275-1_plantio_15-01-25_colheita_15-06-25.kml,2025-01-15,MILHO,SOJA,42.6,28.9,False,10.1
FEIJÃO_517555754-1_plantio_02-03-24_colheita_01-06-24.kml,2024-03-02,FEIJÃO,MILHO,70.6,20.3,False,10.1
FEIJÃO_519455727-1_plantio_15-01-25_colheita_30-03-25.kml,2025-01-15,FEIJÃO,MILHO,47.4,34.4,False,10.0
AVEIA_519753287-1_plantio_01-06-25_colheita_20-10-25.kml,2025-06-01,AVEIA,AVEIA,88.8,88.8,True,10.1
FEIJÃO_518433440-1_plantio_01-09-24_colheita_10-12-24.kml,2024-09-01,FEIJÃO,SOJA,92.0,4.4,False,10.0
TRIGO_517549146-1_plantio_20-05-24_colheita_10-10-24.kml,2024-05-20,TRIGO,TRIGO,88.2,88.2,True,10.1
MILHO_519423131-1_plantio_20-02-25_colheita_25-07-25.kml,2025-02-20,MILHO,MILHO,73.7,73.7,True,10.0
TRIGO_517631557-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,TRIGO,TRIGO,93.7,93.7,True,10.1
